axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
service,daily,peso_facturable_out,model_p50,1,2024-11-15,2024-12-12,0.19867043528613676,1.1542958697638344,0.09057833704057991,0.07536027609707076,0.0720740816234605,0.17416028059150243,
service,daily,peso_facturable_out,model_p80,1,2024-11-15,2024-12-12,0.3429974826087533,1.204987068348897,0.15638029654014676,0.09896446320969976,0.10406883334143795,0.22871039722555733,
service,daily,m3_in,naive_t7,1,2024-11-15,2024-12-12,0.6646208226221079,0.3894962229926955,0.21300771849894354,0.5890660592255126,0.841682863580154,0.7057586395113912,
service,daily,m3_in,ma7,1,2024-11-15,2024-12-12,0.4326386338597135,0.4103909085710947,0.1386585631930394,0.5273240047727521,0.7216217639146058,0.6317856314441641,
service,daily,m3_in,ma28,1,2024-11-15,2024-12-12,0.6602506426735217,1.1886898118999207,0.21160709722950216,0.2485952923310555,0.2891556600943936,0.2978414263676586,
service,daily,m3_in,model_p50,1,2024-11-15,2024-12-12,0.2692024015081623,0.23184783046893315,0.08627805119535657,0.13956233708619717,0.12148218329714817,0.1672093029404651,
service,daily,m3_in,model_p80,1,2024-11-15,2024-12-12,0.46514645627191603,1.182864790367919,0.1490771610607279,0.262516229091033,0.22615269558613435,0.3145200674717874,
service,daily,cajas_in,naive_t7,1,2024-11-15,2024-12-12,0.627177700348432,0.3538980663852219,0.32372044974811093,0.6774193548387096,1.0726495726495726,1.334447631739435,
service,daily,cajas_in,ma7,1,2024-11-15,2024-12-12,0.5333499253359879,0.33268530318027173,0.275290842781826,0.5552995391705069,0.7771336266402353,1.0938839430245029,
service,daily,cajas_in,ma28,1,2024-11-15,2024-12-12,0.5820059731209557,0.3323910546970591,0.300404869736491,0.273905529953917,0.3165028505014678,0.539566198037501,
service,daily,cajas_in,model_p50,1,2024-11-15,2024-12-12,0.2706260904587309,0.1598682560351897,0.13968481288190354,0.18742714728609136,0.20322984745002656,0.36921252844798524,
service,daily,cajas_in,model_p80,1,2024-11-15,2024-12-12,0.4438824055060325,1.1170143015535998,0.22911180015784405,0.21959279440396684,0.2075207134608924,0.43257560083914115,
service,daily,pales_in,naive_t7,1,2024-11-15,2024-12-12,0.8393113342898135,0.5436976333410644,0.28051337117144753,0.6273291925465838,0.9579985905567301,0.8556057412425975,
service,daily,pales_in,ma7,1,2024-11-15,2024-12-12,0.585160893625743,0.7222888208104413,0.195571593331986,0.5527950310559007,0.7482662405122692,0.7539496135702097,
service,daily,pales_in,ma28,1,2024-11-15,2024-12-12,0.7780795244927241,1.2550960708401706,0.2600485678411741,0.3205412599822538,0.35825459966691237,0.43718185859107267,
service,daily,pales_in,model_p50,1,2024-11-15,2024-12-12,0.303488227784838,1.0941012548004296,0.1014313788086852,0.055008580959665564,0.04996575705445958,0.07502545433226131,
service,daily,pales_in,model_p80,1,2024-11-15,2024-12-12,0.5504021465137235,1.1736462070150138,0.18395457717630803,0.2148380485743812,0.18839831923671504,0.29301468827141636,
service,daily,peso_facturable_in,naive_t7,1,2024-11-15,2024-12-12,0.8120440826949769,0.47638337439478007,0.2808267929231855,0.8549284181835355,1.1764957064250576,1.3152860664896198,
service,daily,peso_facturable_in,ma7,1,2024-11-15,2024-12-12,0.5603094593732032,0.35627140791693024,0.19377015592317906,0.5331149993156983,0.7057918196905155,0.8201841411780375,
service,daily,peso_facturable_in,ma28,1,2024-11-15,2024-12-12,0.6093904469696364,0.34393176551069876,0.21074368806747562,0.4715641788282827,0.6060791396464841,0.7254897377096037,
service,daily,peso_facturable_in,model_p50,1,2024-11-15,2024-12-12,0.3527840986746592,1.1416346634373105,0.1220022768915548,0.2852171783167719,0.3670329435412502,0.4387995212050608,
service,daily,peso_facturable_in,model_p80,1,2024-11-15,2024-12-12,0.2705662414936455,1.0988207937762267,0.09356911957263944,0.14501336225556613,0.18778205179233776,0.22309944408540083,
service,daily,conteo_servicios,naive_t7,2,2024-12-13,2026-01-22,0.7563025210084033,0.6849135395048707,0.37021822849807445,0.4186046511627907,0.519363677258414,0.6170303808301241,
service,daily,conteo_servicios,ma7,2,2024-12-13,2026-01-22,0.5348139255702281,0.5551845730471725,0.2617971758664955,0.43521594684385384,0.555954549181994,0.641515713402748,
service,daily,conteo_servicios,ma28,2,2024-12-13,2026-01-22,0.8038715486194478,0.639932074744182,0.3935037797746398,0.05481727574750832,0.05382776347182142,0.08080159748965912,
service,daily,conteo_servicios,model_p50,2,2024-12-13,2026-01-22,0.1967780567707971,0.23720471472425902,0.09632497785124873,0.11714851311924947,0.13133538257729202,0.17267890230761615,
