segment,antecedent,consequent,antecedent_size,consequent_size,support_itemset,confidence,lift,count_itemset,n_transactions
ALL,018000|167004,011014,2,1,0.005406764742864328,0.5657894736842105,5.06725640113798,43,7953
ALL,011026,014014,1,1,0.01093926820067899,0.2806451612903226,5.049708071814333,87,7953
ALL,011104|014014,011014,2,1,0.005532503457814661,0.55,4.9258445945945954,44,7953
ALL,011105|014014,011014,2,1,0.006412674462466994,0.5483870967741935,4.911399302528334,51,7953
ALL,011110,014012,1,1,0.012070916635231988,0.4615384615384615,4.881137479541735,96,7953
ALL,016010,014014,1,1,0.007292845467119326,0.2648401826484018,4.765325729870451,58,7953
ALL,011105,014012,1,1,0.014585690934238652,0.4461538461538462,4.718432896890344,116,7953
ALL,011104|011105,014012,2,1,0.009178926191374325,0.4451219512195122,4.707519784639336,73,7953
ALL,011013,011014,1,1,0.0067898906073179935,0.5242718446601942,4.695421149304645,54,7953
ALL,011105,011014|014012,1,2,0.00867597133157299,0.2653846153846154,4.638689771766694,69,7953
ALL,011104,014012,1,1,0.01408273607443732,0.42748091603053434,4.520951762221862,112,7953
ALL,011104,011014|014012,1,2,0.008424493901672325,0.25572519083969464,4.469851522523278,67,7953
ALL,014014,011014,1,1,0.02741103985917264,0.49321266968325794,4.417252659899719,218,7953
ALL,011014,014014,1,1,0.02741103985917264,0.2454954954954955,4.417252659899719,218,7953
ALL,167004,014014,1,1,0.007795800326920659,0.23484848484848486,4.225678733031675,62,7953
ALL,012040,018000,1,1,0.007795800326920659,0.3463687150837989,4.111448344867839,62,7953
ALL,167004,011014|014012,1,2,0.0074185841820696595,0.22348484848484848,3.906318681318681,59,7953
ALL,087004,012012,1,1,0.005532503457814661,0.2167487684729064,3.839204801035689,44,7953
ALL,167004,014012,1,1,0.011442223060480322,0.34469696969696967,3.645445478723404,91,7953
ALL,011014|014014,018000,2,1,0.008173016471771658,0.2981651376146789,3.5392646857455836,65,7953
ALL,016010,014012,1,1,0.009178926191374325,0.33333333333333337,3.525265957446809,73,7953
ALL,167004,018000,1,1,0.009556142336225324,0.2878787878787879,3.4171641791044776,76,7953
ALL,012053,018000,1,1,0.005658242172764994,0.2848101265822785,3.3807387115057623,45,7953
ALL,012012,018000,1,1,0.015340123223940651,0.2717149220489978,3.225296679187581,122,7953
ALL,018072,018000,1,1,0.007795800326920659,0.2683982683982684,3.1859275053304903,62,7953
ALL,011105,011014,1,1,0.011567961775430655,0.35384615384615387,3.1690748440748444,92,7953
ALL,011104|011105,011014,2,1,0.007167106752168993,0.34756097560975613,3.11278427818062,57,7953
ALL,011104,011014,1,1,0.011190745630579655,0.3396946564885496,3.0423328863214354,89,7953
ALL,011014|011026,018000,2,1,0.006538413177417327,0.25120772946859904,2.981873242483236,52,7953
ALL,167004,011014,1,1,0.01093926820067899,0.32954545454545453,2.9514358108108105,87,7953
ALL,051085,011014,1,1,0.009178926191374325,0.3230088495575221,2.892893446543889,73,7953
ALL,018000,011014,1,1,0.025524959134917643,0.3029850746268657,2.7135588947156113,203,7953
ALL,011014,018000,1,1,0.025524959134917643,0.22860360360360363,2.7135588947156113,203,7953
ALL,087004,018000,1,1,0.005783980887715328,0.22660098522167488,2.689787515623851,46,7953
ALL,012019,018000,1,1,0.005281026027913994,0.2258064516129032,2.6803562831006253,42,7953
ALL,051085,018000,1,1,0.006412674462466994,0.22566371681415928,2.678661999735834,51,7953
ALL,011014|014012,018000,2,1,0.012448132780082987,0.21758241758241756,2.582735771690995,99,7953
ALL,014014,018000,1,1,0.012070916635231988,0.21719457013574658,2.578131964611332,96,7953
ALL,051085,014012,1,1,0.006915629322268326,0.24336283185840707,2.5737561193748824,55,7953
ALL,014012|014014,018000,2,1,0.008047277756821325,0.21548821548821548,2.55787728026534,64,7953
ALL,016010,018000,1,1,0.005658242172764994,0.2054794520547945,2.439071764465344,45,7953
ALL,061016,014012,1,1,0.009178926191374325,0.2302839116719243,2.4354361030941676,73,7953
ALL,061016,011014,1,1,0.01018483591097699,0.2555205047318612,2.2884623582573114,81,7953
ALL,016010,011014,1,1,0.0067898906073179935,0.24657534246575344,2.208348759718623,54,7953
